Description,Sentiment_Analysis,Polarity,Topic
sondakika türkiyede corona virüsten 3 bin 397 can kaybi,-1,-0.9938256740570068,teknoloji 
sondakika corona virüs salgini türkiyede son 24 saatte 61 kisi hayatini kaybetti,-1,-0.9704723954200745,saglik 
evdekal koronavirüsü korona salgin dikkat 14günkurali coronavirüsü türkiye istanbul corona virüs virus haber coronavirüs ümraniye ümraniyeçarsi ümraniyebelediyesi çekmeköy sarigazi sancaktepe…,-1,-0.9243102669715881,teknoloji 
3 mayis türkiye günlük koronavirüs tablosu acilyayalim kesinbilgi 3mayis türkiye günlükkoronavirüstablosu korona corona turkey sondakika fahrettinkoca koronatürkiye stayhome evdekal evdekaltürkiye acilyayalimkesinbil,1,0.9748972058296204,saglik 
sondakika türkiyede koronavirüs salgininda son 24 saatte 61 kisi hayatini kaybetti can kaybi 3 bin 397ye toplam vaka sayisi 126 bin 45e yükseldi corona covid19 coronavirusturkey,-1,-0.8666873574256897,saglik 
son dakika türkiye’de bugün corona virüsünden 61 kisi hayatini kaybetti toplam can kaybi 3397 oldu,-1,-0.9702751040458679,saglik 
ömer döngeloglu hocam vatan millet sevdalisi bir insan olarak hatirlayacagiz seni herzaman mekanin cennet olsun ülkemizin basisagolsun ömerdöngeloglu covid19 corona bilecik türkiye,1,0.7126013040542603,kultur 
var git artik corona çocuklugumun neseli gunlerine geri doneyim newsingle vargitcorona yeter istanbul turkey türkiye global world newjersey newyork tarapostirino hishersturkiye tugbahatunoffical…,1,0.9863356351852417,teknoloji 
bogdanovcccp corona virüsten dolayi italya ispanya fransa amerika ülkelerin ölüm oranlari türkiyenin ölüm oranlarina bakarsan yapildigini anlayabilirsin,-1,-0.9856367707252502,dunya 
corona virüs mücadesinde avrupaamerika binlerce yaslisini ölüme terk ederken dsö türkiye sgpk dr shaikh türkiyehuzurevleri bakim evlerinde koronavirüs kapsaminda alinan önlemlerle dünyaya örnek oldudedi bizdeki muhalefet saçini basini yoluyor fatihsultanmehmethan,-1,-0.9303778409957886,teknoloji 
dsö türkiye saglik güvenligi projesi koordinatörü shaikh türkiyenin corona virüse karsi aldigi tedbirler izledigi politikalarla dünyaya örnek oldu,1,0.6957411170005798,saglik 
para gida yardimi istiyorum maddi manevi kaynagim yok türkiye cumhuriyeti vatandasi turkiyede yasiyorum hükümetimiz insallah sesimizi duyacaktir turkiyedeyim uzak ülkede degil pazar yardim para hukumet corona evdekaldiyoryardimyok,-1,-0.9940548539161682,ekonomi 
türkiye gündem sokagaçikmayasagi evdekal güncel sondakika sondakikahaberleri corona iyigeceler sondakikahaber evdekaltürkiye evdekal editingskills coronaturkiye coronatime editor edits logodesigns logotasarim artistsoninstagram ilustrator artdigital,1,0.9925402402877808,teknoloji 
allah durum türkiye’de mümkün olacak kadar sürdürmesin corona belasini,-1,-0.9724311828613281,kultur 
ezgibiebertr trfarukcetin marsliiiiii türkiye ekonomisi çin ekonomisini ayni tüketen çin üreten bir ülkeçin corona krizini avantaja çevirdi para degeri düsünce ortak oldugu yabanci sirket hisselerini ucuza satin aldi devletlestirdi son kalan kuruluslari satisa çikardik,-1,-0.9193726778030396,ekonomi 
türkiye corona grafigine ulasmak istiyorum çarpik çurpuk degerler çikiyo önüme saglik bakanligini corona sayfasinda findik kadar bi grafik koymuslar ordan takip zor 3 günlük sayilar paylasilmis ayrintili bilgiye vatandas olarak ulasabilicegim bi yer var mi,-1,-0.9801557660102844,saglik 
egzozcuozel terör sevicisiniz teröristsiniz türkiye‘nin büyük sorunusunuz corona sizden tehlikeli,0,-0.5277847051620483,siyaset 
2 mayis türkiye corona tablosu can kaybi düsmeye devam ediyor,-1,-0.9818821549415588,dunya 
dsö’den türkiye’ye corona övgüsü,1,0.9191032648086548,siyaset 
küresel ölçekte dünya sisteminin sorgulandigi yeni düzen tartismalarinin yapildigi bir atmosferde türkiye baskan erdogan’in liderliginde içeride güven verici bir yol haritasi takip ediyor de”postcorona”için kendi yerini insa ediyor burhanduran,1,0.9917922019958496,dunya 
huawei p20 lite mavi renk outlet indirimi farkiyla 20 indirim corona covid19 telefon indirim türkiye huawei,1,0.8407208919525146,teknoloji 
drfahrettinkoca dünyada corona zamaninda türkiye savasan ilk tek ülke olarak tarihe geçecek bakanim,1,0.9638198018074036,siyaset 
ngtfpollyanna ekremimamoglu corona virüsü türkiye ye getiren sayin erdogan istanbul avrupa baselçisi istanbul kurtaricisi sayin ekrem imamoglu na randevu vermedi fox tv halk tv,-1,-0.9851056337356567,teknoloji 
mor unun türkiyedeki ilk üreticilerinden nora un yönetim kurulu baskani nafiye hacioglu corona günlerini ni nasil geçirdigini anlatti noraun noragrup,1,0.8855288624763489,ekonomi 
dsöden flas türkiye açiklamasi dsö türkiye saglik güvenligi projesi koordinatörü shaikh türkiyenin corona virüse karsi aldigi tedbirler izledigi politikalar dünyaya örnek olmustur açiklama kapakmidir tipamidir,1,0.6157328486442566,saglik 
dsö’den türkiye’ye corona övgüsü,1,0.9191032648086548,siyaset 
son dakika… corona günlerinde abd’den teröristlere jest türkiye’den maske al pkk’ya gönder – sözcü gazetesi,1,0.9600439667701721,siyaset 
dsö’den türkiye’ye corona övgüsü,1,0.9191032648086548,siyaset 
dünya basin özgürlügü günü münasebetiyle urasafrica ‘nin düzenledigi online panelde yabanci meslektaslarla bir araya geldik herkes corona sonrasi özgürlüklerin sinirlandirilmasindan endiseli türkiye’den 3 dünya ülkesi bahsediliyor üzücü gerçek,-1,-0.8570586442947388,dunya 
haliçte corona sohbetleri devam ediyor yarin aksamki konugumuz the taste türkiye jüri üyesi ali ronay 2130da gerçeklesecek olan yayinimizi kaçirmayin haliccoronasohbetleri thetastetürkiye halicuniversitesi halicuniversity,1,0.947656512260437,kultur 
dsöden türkiyeye koronavirüs övgüsü coronavirus covid19 covid2019 covid19 corona corona coronavirus virüstürkiyede koronavirus coronaturkiye koronavirüs wuhan coronovirus coronavirius coronavirusturkey koronavirusu corona,-1,-0.7418798804283142,teknoloji 
canli türkiyede hizla yayilan corona virüs salgini yönetimini önlemleri normallesme açiklamalarini genetik bilimci dr serdar savas degerlendiriyor,-1,-0.9374229311943054,teknoloji 
berat albayrak salgin süresindeki gelismelerin moral arttirdigini corona sonrasi türkiye’nin büyük potansiyeli oldugunu söyledi adamcagiz diyecek allah’tan geldi corona bana göre allah’in bir lütfu corona iktidari toparladi,0,0.5707131624221802,siyaset 
abdden türkiyeye tesekkür gelmis mis onlara yardim edilmesini istemiyorumparasini verdigimiz uzaklarimizi bize vermeyenteröristlere tirlar dolusu silah veren ülkeye yardim edilir aklim almiyor corona bittikten sonra ahde vefa edilecegini zannediyoruz yazikki,-1,-0.9875333905220032,dunya 
izmir emekliye kredi danismanlik izmir istanbul kredi 0533 924 20 76 emekliye emekli izmir kredimbenim istanbul kredimbenim covid19 renewannewithane corona türkiye emekli tapu ev daire araba borç acil izmir istanbul emekliyekredi fatihsultanmehmethan,-1,-0.9658541679382324,ekonomi 
yerli yazilimla telekonferans güvenli corona virüs salgini nedeniyle pek kurum firma faaliyetlerini telekonferans yöntemiyle gerçeklestiriyor sayida kamu kurumu finans sirketi veri merkezleri türkiyede… türkçe sondakika gündem,1,0.7054359316825867,teknoloji 
amerikali siyasetçilerden türkiyeye tesekkür türkiyenin amerika birlesik devletlerine gönderdigi 2 uçak dolusu corona yardimi amerikan basininda genis yer bulurken siyasetçilerde sosyal medya hesaplarindan türkiyeye tesekk,-1,-0.8887594938278198,dunya 
halin baska guzel istanbul türkiye gündem sokagaçikmayasagi evdekal güncel sondakika sondakikahaberleri corona iyigeceler sondakikahaber evdekaltürkiye evdekal editingskills coronaturkiye coronatime editor edits logodesigns logotasarim,1,0.9846214652061462,kultur 
türkiye’yi corona virüs mücadelesinde basarili buluyor musunuz prof dr ercüment ovali,-1,-0.8047401309013367,teknoloji 
türkiyenin abdye yardimi dünya gündeminde türkiyenin corona virüs covid19 salgininda agir bedeli ödeyen amerika birlesik devletlerine tibbi ekipman yardimi yapmasi avrupa amerikan basininda genis yer buldu,-1,-0.6529704928398132,dunya 
diyorlar corona birlikte 116 ülke bizden yardim istedi 104 ülke su süreçte türkiyeye yardim basvurusu yapti devam ediyorlar,-1,-0.6801153421401978,dunya 
türkiye gündem sokagaçikmayasagi evdekal sondakika sondakikahaberleri corona iyigeceler sondakikahaber evdekaltürkiye evdekal editingskills profilfotosu coronatime editor edits logodesigns logotasarim profilepicquotes ilustrator artdigital profilepic,1,0.9934147596359253,teknoloji 
türkiye corona virüsü risk haritasi il il risk bölgeleri corona virüsü yogunlugu nedir,-1,-0.9924384355545044,teknoloji 
real madridin türkiyeden yapacagi transfer corona virüsü koronavirüsü nedeniyle yatti,-1,-0.989037036895752,spor 
insanlik doga mankind and nature kas insanlik mankind man nature humanity corona virus virüs doga korona quarantine life quarantinelife lockdown earth world animal animals türkiye turkey…,1,0.9122053384780884,teknoloji 
ak p beyaz tv corona ilgilene cegine zina escinsellikle ön mesele olarak gündeme almis saçmaliklari birakin insanlarin ölme sini engelleyin insanlar zaman normallesecegiz tedirgin türkiye,-1,-0.9983842968940735,siyaset 
korona son dakika türkiye corona virüs tablosu belli oldu saglik bakanligi 2 mayis 2020,-1,-0.6474556922912598,saglik 
son dakika… corona testine ‘acil kullanim’ onayi çikti via covidhaberleri ömer döngeloglu abdden türkiyeye musaçekgitbebegim gökgürültüsü ibrahimgokcek efsane113yasinda 3mayis1944 5393entübe,0,-0.57951420545578,teknoloji 
corona salgininda dünyanin mutlu kendini güvende hisseden insanlar türkiye yasiyor avrupa dan sayida insan türkiye yasamak can atiyor mi sadece gün degil gelecekte gida sikintisi çekilmeyen saglik sistemi dünyada iyi olan türkiye ondan,1,0.9641678929328918,saglik 
ispanya’dan corona virüsü ilgili müthis haber via covidhaberleri ömer döngeloglu musaçekgitbebegim abdden türkiyeye ibrahimgokcek gökgürültüsü,-1,-0.6648513078689575,teknoloji 
türkiye abd ye corona iki uçak saglik malzemesi gönderdiabd buna karsilik terösristlere uçaklarla yardim ettiabd nin köpegi dün iftar saatinde yazikki sehitlerimiz varayidan post gavurdan dost bunu bir ögrenebilseydiniz,-1,-0.9941031336784363,dunya 
son dakika corona haberleri ariyorum türkiye disinda yerden haber buluyorum türkiye haberciligin olmadigini unutmusum,-1,-0.9566351771354675,kultur 
ingiltere abd gündem türkiye reuters türkiye nin corona mücadelesinin kararliligini bilimsel basarisini dünya detayli bir arastirma duyurdu,0,0.5728866457939148,teknoloji 
ingiltere abd gündem türkiye reuters türkiye nin corona mücadelesinin kararliligini bilimsel basarisini dünya detayli bir arastirma duyurdu,0,0.5728866457939148,teknoloji 
çin coronavirüsü coronavirus doktor dünyasaglikörgütü dwtürkçe haber hastalik hastalikkontrol karonavirus koronavirüs saglik tip türkiye vuhan who wuha healthtipsvideos new post corona virüsünün b has been published on,-1,-0.8857538104057312,saglik 
dikkat türkiye okunmali corona koronavirus korona coranaturkiye saglikcalisanlari birliktebasaracagiz evdekal,1,0.9361158013343811,teknoloji 
fanatikcomtr asorloth içimizdeki bazi hainler hariç türkiye’nin corona mücadelesini herkes basarili buluyor,1,0.9213292002677917,kultur 
bilimci13 kurtoglukagan corona sayesinde tam bagimsiz türkiye diyor 1938 den beri ilk,1,0.852601945400238,teknoloji 
livanelizulfu zülfüm sen el ele verelim demiyon dünyada corona mücadelefe tek basarili ülke türkiyeye dünya tsk ederken sen kübayi övüyon türkiye cumhuriyeti devletine tsk etmessin sonrada kicin basin oynarak böyle sacma sapan sözler yazarsin sende maalesef ianet çukrana düstün yzik,-1,-0.9904882311820984,siyaset 
innâ lillah innâ ileyhi râciûn allah rahmet eylesin mekani cennet olsun insallah ömer döngeloglu hocamiz vefat etmistir sevenlerinin ailesinin basi sagolsun serkan bayram covid19 corona omerdongeloglu turkey türkiye ömerdöngeloglu vefat,-1,-0.9361422657966614,kultur 
türkiyedeki corona virüsü vaka ölü sayisinda son durum belli oldu 2 mayis 2020,-1,-0.9344083666801453,saglik 
genel baskanimiz dr fatih erbakanin amerikan yönetiminin türkiyeden corona virüs yardimi kabul etmesinden sonra yardimlari türkiyede yillardir on binlerce cana mâl olan terör örgütlerine vermesi hakkindaki açiklamasi erbakanfatih isadogmeci,-1,-0.9912815690040588,siyaset 
böyle oluyorrr gaziantep antep istanbul corona virüs türkiye mersin adana osmaniye evdekal sokagacikmayasagi gökgürültüsü,-1,-0.995442807674408,teknoloji 
ibrahimgokcek abdden türkiyeye ibrahimgokcek yasasin corona günlerinde fasizm,-1,-0.9919206500053406,kultur 
fahrettinaltun fahrettinaltun degerli baskanim ben giresun gazeteciler cemiyeti baskani bekir bayram cemiyetimiz üyesi sürekli basin karti sahibi arkadasimiz candemir sari abdde corona virüse yakalandi kendisi bize türkiyede tedavi olmak istedigini belirtti,-1,-0.9839916825294495,siyaset 
akpli vekillerin sayfalarina bir göz atin lütfen türkiye bayragimiz inandiklari din ilgili bir sey yok dahasi corona mücadele ettigimiz su günlerle ilgili bile bir sey yok türkiye türk halki adina bir sey yok,-1,-0.9978348612785339,siyaset 
canli drabdullahucar türkiyenin ilk salgin simülasyonu akademik çalismasini yapan ekipte yer aldi simülasyonun anlatilacagi seansimizda coronanin hayatimizda kadar kalacagina iliskin detaylari göreceksiniz verimlilikzirvesi evdekal,1,0.9869955778121948,teknoloji 
dikkat iste son karar okullar bayramdan sonra böyle açilacak abdden türkiyeye gökgürültüsü pazar fatihsultanmehmethan buyoldandonmeyecegiz ziyaselcuk tcmeb okul korona corona covid covid19,1,0.8873269557952881,teknoloji 
alexander sörlothtan türkiyeye corona virüs övgüsü,-1,-0.8913137316703796,teknoloji 
asagidaki linke tiklayarak videoyu izleyebilirsiniz korona virüsünün ilk çiktigi yer olan çin’de neler oluyor çin’e karsi trilyonlarca dolarlik tazminat davalarimi geliyor türkiye nasil etkilenecek koronavirus corona,-1,-0.8972489833831787,teknoloji 
ayrica iki ay oldu günaydin zaten saglik bakanimiz drfahrettinkoca güveniyoruz aylarca covidi sir saklayip dünyaya yaylmasina sebep olan çin doktorlarina degil eminim türkiyede herkes doktor kadar corona hakkinda bilgi sahibi oldu iki aydir trajikomik,-1,-0.9536538124084473,saglik 
asagidaki linke tiklayarak videoyu izleyebilirsiniz korona virüsünün ilk çiktigi yer olan çin’de neler oluyor çin’e karsi trilyonlarca dolarlik tazminat davalarimi geliyor türkiye nasil etkilenecek koronavirus corona,-1,-0.8972489833831787,teknoloji 
ayki köse yazim corona pr olimpiyatlari üzerine mevzu isveç’i baglayinca türkiye’nin uçak ambulans kaldirma hadisesi listeye yukarilardan girdi,-1,-0.9702314734458923,dunya 
ülkelerin eski sirketleri listesi son dönemin hizli degisimi sirketleri degistiriyorsa eskilik güvenle hala esdeger corona sonrasi güvenilen markalara kayan tercih bunun bir isareti türkiye’nin eski sirketi çemberlitas hamami gözüküyor,-1,-0.9879838228225708,ekonomi 
herkes günlük ölen corona virüs vakalarindan bahsediyor türkiye genelinde 3 bin küsür insan öldü peki 50 binden fazla esnaf öldü böyle giderse 500 bin esnaf ölecek devlet 45 gündür nie bundan bahsetmiyor,-1,-0.9650118350982666,ekonomi 
corona virüs ilk türkiye ortaya çiksaydi baska hiçbir ülkeye yayilmazdi tc vatandaslari yurtdisina çikamiyor,-1,-0.977885901927948,teknoloji 
gökgürültüsü pazar yagmur 3mayis buyoldandonmeyecegiz mudanya bursa türkiye sky clouds tiger coronavirus corona karantinagünlükleri karantina goodmorning,-1,-0.8183475136756897,teknoloji 
dünya corona virüsü salginina karsi mücadele ederken üretim ihracatini türkiyenin yaptigi findikta küllenme hastaligi mücadelesi basladi,-1,-0.8761553168296814,ekonomi 
corona salgini sürecinde hizli organize olan devlet türkiyedir üniversitelerteknoparklar sanayi kuruluslari devlet kurumlari ülkemizin ihtiyaç duydugu ekipmanlari kisa sürede üretti önce ithal edilen solunum cihazlari maske makinalari artik yerli milli,1,0.6642439961433411,ekonomi 
ekonomik kriz corona ardindan deprem korkusu gerçegi türkiye 1 ugursuz dönemden geçiyor,-1,-0.9968668222427368,ekonomi 
keske su dönemde hatta sokaga çikma yasagi yapildiginda bozuk yollari otobanlari seritleri kirik duvarlari parklari bankalari vs yapsalar zaman var ihtiyaçta güzel bir görünüm hayat türkiye güzel olurdu corona türkiye,-1,-0.847701370716095,ekonomi 
abdde milli gelir 40 bin dolar türkiyede 9 binabd’den türkiye’ye ikinci corona virüsü tesekkürü gazetesozcu via gazetesozcu,1,0.7304593920707703,ekonomi 
iste türkiye istanbulun corona virüs haritasi,-1,-0.9233157634735107,teknoloji 
türkiye koronavirüsle mücadelede kadar basarili rakamlarla türkiye youtube araciligiyla kisaca türkiye’de corona virüsü,0,0.5610652565956116,teknoloji 
abd’den türkiye’ye ikinci corona virüsü tesekkürü gazetesozcu gazetesozcu araciligiyla,-1,-0.8849233984947205,dunya 
sondakika abd disisleri bakani pompeo corona virüs salginindan etkilenen ülkelerden olan abdye gönderdigi tibbi yardim türkiyeye tesekkür etti,-1,-0.9791260957717896,dunya 
türkiyede corona virüs mücadeledeki basariyi sindiremeyenler var ölümlerin azalmasindan sifa bulanlarin çogalmasindan rahatsiz olanlar var dünyada böyle bir ülke var mi,0,-0.55548495054245,saglik 
rüzgar gülü yapimi nasil yapilir how to make a paper windmill diy rüzgargülü nasilyapilir diy kendinyap forkids 4kids evdekal evdehayatvar evdekaltürkiye stayhome corona korona covid19 kovid19 türkiye turkey via youtube,1,0.8174329996109009,teknoloji 
türkiye koronavirüs haritasi il il corona virüs risk yogunlugu istanbul ankar izmir kocaeli…,-1,-0.8800230622291565,teknoloji 
abd’den türkiye’ye ikinci corona virüsü tesekkürü,-1,-0.9650843739509583,teknoloji 
‘corona’ türkiye’de 78 can aldi toplam vaka sayisi 1983 yeni vakayla 124 bin 375’e çikti,-1,-0.9547232389450073,dunya 
bm ‘dünya saglik örgütü’ corona virüs salgininda türkiye’nin gösterdigi üstün basari dünyaya örnek gösterildi içerdeki sizofrenler yine kuduracak çildiracaklar ancak durum böyle,-1,-0.624754011631012,saglik 
merdanyanardag türkiyenin bugünkü meseleleri issizlik bitmeyen terör suriye sorunu mülteciler corona musibeti enflasyon küçülen ekonomi devalüasyon dis borç benzer sorunlar yönetimde olanlar korkularimizi endiselerimizi çogaltarak ülke sorunlarini düsünmemizi engelliyorlar,-1,-0.9977882504463196,ekonomi 
abd’den türkiye’ye ikinci corona virüsü tesekkürü,-1,-0.9650843739509583,teknoloji 
2500 tlye atatürk kitabi satan üfürükçü dümbelekçi yilmaz yine aydinlik bir türkiye martavallari yapiyor arada corona sonrasi 3500 tllik yeni bir essiz atatürk kitabi hazirliyordu zira cukka lazimdi hadi yilmaz adedi 5000 tl olan bir kitap yaz,-1,-0.9974379539489746,kultur 
koronaportali corona virüs degil fasizm gün öldürüyor türkiyede,-1,-0.7552568912506104,teknoloji 
bizden abd ye corona virüsle mücadele tibbi malzeme abd den ypg ye tirla silah abdden türkiyeye devami,-1,-0.9550705552101135,dunya 
ortakakil hayirli yayinlar diliyorumistiyorlar bunlar türkiye nin corona dan ölmesiunutmasinlar hesap uzmanlari allah inda bir hesabi varsaygilarimla,-1,-0.928417980670929,siyaset 
amerikan yönetiminin teröristlere yardimi genel baskanimiz dr fatih erbakanin amerikan yönetiminin türkiyeden corona virüs yardimi kabul etmesinden sonra yardimlari türkiyede yillardir on binlerce cana mâl olan terör örgütlerine vermesi hakkindaki açiklamasi amerika,-1,-0.995935320854187,dunya 
zafer beyin dedigi cocukhapisanelerine corona bilgilendirmesi amerikaya tr disina defalarca yardim gönderebilen türkiye gerçekten zor degil milletyiyenler olmasa hayatbayramolsa,-1,-0.9058954119682312,dunya 
türkiye koronavirüs haritasi il il corona virüs risk yogunlugu istanbul ankar izmir kocaeli…,-1,-0.8800230622291565,teknoloji 
babam isveç’de corona oldu demedim isveç cronu kaç lira oldu dedim yanlis anlasildi iyi oldu tesekkürler türkiye uçak,1,0.8230547308921814,ekonomi 
abd’den türkiye’ye ikinci corona virüsü tesekkürü,-1,-0.9650843739509583,teknoloji 
habertürk korona son dakika türkiye corona virüs tablosu belli oldu saglik bakanligi 2 mayis 2020 googlenews üzerinden,0,-0.5897922515869141,teknoloji 
sözcü abd’den türkiye’ye ikinci corona virüsü tesekkürü googlenews üzerinden,-1,-0.9277464151382446,teknoloji 
gazeteyenicag akdeniz karadenizi birbirine baglayacak olan devasa proje kanal türkiye projesinin ihalesi yapilmadan corona virüsü dalaveresi bitmeyecek galiba sanirsam,-1,-0.9814753532409668,ekonomi 
eski türkiye herkes sessiz sakin orucunu tutardicorona günlerinde sadece konuda eski türkiye günlerini yasiyoruz herkes birbirine iftarlik gönderiyorreklam oruç açangösteris iftarlari yokinsan denen vahsileroruç tutmayani sokaklarda darp edemiyorlar,-1,-0.9982196092605591,dunya 
do pü9g89qü999isöç çççööçççöaisçööçsçi×ssssisi qashqai s çisi çlçç÷içç çp9bakan koca son dakika açikladi türkiye’deki corona virüs vaka ölü sayisi kaç oldu 2 mayis türkiye günlük corona virüsü tablosu canli harita,-1,-0.9268703460693359,teknoloji 
abd’den türkiye’ye ikinci corona virüsü tesekkürü,-1,-0.9650843739509583,teknoloji 
program tekrari bugün 15 15 yirmidorttv kayit disinda corona sonrasi sosyal hayatin neye dönüsecegini türkiye dünya ekopolitiginin gelecegini konusacagiz bekleriz moder beyzahakan yorum ertanozyigit konuklar birolguven profdr anil çeçen bencebundansonra,0,-0.5109423398971558,teknoloji 
ilk baslarda gün gün italya türkiyenin corona vaka sayilarini karsilastirip falaket tellalligi yapanlara oldu ortalarda görünmüyorlar pazar,-1,-0.9636294841766357,dunya 
sondakika abd disisleri bakani pompeo corona virüs salginindan etkilenen ülkelerden olan abdye gönderdigi tibbi yardim türkiyeye tesekkür etti,-1,-0.9791260957717896,dunya 
evinde kal türkiye yirtinirken cuma günü sanliurfa suruç’taki kosan dergahinda zikir corona virus bunlar yapiyor sirf merakindan ziyaret etmist,-1,-0.9937045574188232,kultur 
corona türkiyede nasil geçiyor burda amerika californiada sikici geçiyor,-1,-0.9500773549079895,dunya 
abd disisleri bakani mikepompeo nato müttefikimiz türkiyeye minnettariz türkiyenin destegi corona virüsle savasan abd sirketlerine yardim ediyor dönemi birlikte atlatacagiz öncekinden güçlü çikacagiz dedi covid19tr covid19usa,1,0.9899424314498901,teknoloji 
son dakika haberler türkiye’de corona virüs sonrasi 500t otobüsünde sasirtan görüntü,0,-0.5975167751312256,teknoloji 
türkiye ekonomi politikalari arastirma vakfi tepav açiklamasina göre perakendecilerin yüzde 72’si koronavirüs nedeniyle faaliyetlerine kismen tamamen ara verdi yüzde 58’i islerin kötüye gidecegini düsünüyor covid19 corona parekende,-1,-0.6315774321556091,ekonomi 
almanya’da 28 nisan’dan itibaren yeni trafik kurallari yürürlüge girdi bußgeldkatalog bußgeld radfahrer blitzer tempolimit verkehr coronavirüsü corona saglik egitim okul bilim türkiye wissenschaft studie,1,0.7659462094306946,dunya 
isviçre’nin ünlü matterhorn dagina corona virüsle mücadeleye destek hergün bir ülke bayragi yansitiliyor geçen aksam türkiye’ye destek amaciyla türk bayragi yansitildi fotograf light art by gerry hofstetter michael portmann,1,0.9055685997009277,teknoloji 
dünyanin 19’uncu büyük ekonomisi türkiye corona virüsü sonrasi ekonomik performansta 66 gelismekte olan ülke arasinda 44’üncü oldu,1,0.8962604999542236,ekonomi 
isviçre’nin ünlü matterhorn dagina corona virüsle mücadeleye destek hergün bir ülke bayragi yansitiliyor geçen aksam türkiye’ye destek amaciyla türk bayragi yansitildi fotograf light art by gerry hofstetter michael portmann,1,0.9055685997009277,teknoloji 
geçmisi degistiremeyiz gelecegi degistirebiliriz yagmur efsane113yasinda efsane113yasinda kopsunkiyamet buyoldandonmeyecegiz thor survivor blogger blog bloggers earthday2020 corona türkiye twicebb50 twice,1,0.9985831379890442,teknoloji 
noldu lan türkiye turu yapicam diyip sevgiliyi birakanlar baska meslek istiyorum diyip flörtü birakanlar onu bunu bahane edip çekip gidenler sanirim sizin hayalleri bir miktar corona çarpti hi dersiniz,-1,-0.9840892553329468,kultur 
corona serefsiz degilsen türkiyenin ruh sagligi bitersin basta benim,-1,-0.9431463479995728,kultur 
türkiyede yasayan allahsiz kitapsiz peygamber sizlere yaziyorum olan görüyor musunuz corona virüsü sayesinde önce allah sonrada corona virüsü kafirler dine imana geldi hala allaha peygambere dine imana kurana karsisiniz imansizin imansizsiniz,-1,-0.9971106648445129,teknoloji 
arkadaslar sahsiyetsiz serefsizi sikayet edelim cenabiallah rt yapalim herkes sikayet etsin kopsunkiyamet buyoldandönmeyecegiz efsane113yasinda yagmur survivor2020 survivorekstra sondakika istanbul izmir ankara türkiye korona corona koronavirüs akparti,-1,-0.6721760034561157,kultur 
yagmur yalan diyenin yerinden corona girsin saray’a karsi degiller80 yildir beyaz saray ingiliz sarayin dan yönetilen türkiyenin kendi saray’in dan yönetilmesine karsilar,1,0.8371360898017883,dunya 
nerant1 nikosfan2 nisa ayakkabim yok diyor agliyor acun ah corona beni çaresiz biraktin yoksa bir yarismaci getirir sunu çoktan kovardim diyor agliyordubana ilgi yok diyor evrim agliyor askim bende çocugum diyor agliyordu bütün bençler agliyorpanorama ekstra masalari agliyor türkiye agliyordu,0,0.5397786498069763,teknoloji 
iftar sayaci google play adresimizde link profilimde iftar ramazan ramazanayi cami sayac oruç sahur din aplication android mobile code time zaman turkey türkiye covid19 corona…,1,0.6096566915512085,teknoloji 
nato’nun “kamu diplomasi” birimi atagini türkiye vakitli okumustur corona sürecinde yapilan yardimlar tskgnkur asir asan sert güç performansini yumusak güce evirebilmeyi basarmistir,1,0.9096555113792419,siyaset 
abdden pkkya tibbi yardim corona günlerinde abd’den teröristlere jest türkiye’den maske al pkk’ya gönder iste böyleyaparsa abuk sabuk isleri akp genel baskani eski deyimimizle dünya liderimiz yapar beyinsiz ak çomarlar seyreder yazikki,-1,-0.9942008852958679,siyaset 
cumhurbaskani erdogana corona kriziyle basa çikmak bir taniklik vermek zorunda olsaydik bazen düzensiz çeliskili eylemleri nedeniyle avantajli olmazdi ”diyor bir uzman çeliski türkiye yi iflas götürecek tabiki corona öncesi alinan yanlislar dikkate alinarak,-1,-0.8642045855522156,siyaset 
murilobeckerdar denfeksiyon corona iyi ankara ilaclama dezenfeksiyon firmasi covid19 korona türkiye nanotekloji saglikbakanligi onayli hasere dezenfektan okul hijyen temizlik coronavirus koronavirüs korona coronavirusturkey hastalik korona mess,-1,-0.9156348705291748,saglik 
denfeksiyon corona iyi ankara ilaclama dezenfeksiyon firmasi covid19 korona türkiye nanotekloji saglikbakanligi onayli hasere dezenfektan okul hijyen temizlik coronavirus koronavirüs korona coronavirusturkey hastalik korona,-1,-0.9094136357307434,saglik 
corona bitince türkiye bir beden büyük giyecek abarti yok,-1,-0.7605850100517273,kultur 
genel baskanimiz dr fatih erbakanin amerikan yönetiminin türkiyeden corona virüs yardimi kabul etmesinden sonra yardimlari türkiyede yillardir on binlerce cana mâl olan terör örgütlerine vermesi hakkindaki açiklamasi amerika yardim terörizm,-1,-0.996181845664978,siyaset 
candundaradasi satir arasinda dikta ima’niz ilginç bütün dünya türkiye corona belasiyla mücadele ederkensiz “bu iktidarla normalin yasanacagina inanmiyorum” demeyi bir marifet saniyorsunuz akliniz basiniza gelinceye kadar sanmiyorum böyle inanmaya devam edin koronavirüs,-1,-0.912161111831665,siyaset 
corona virüs havayolu tasimaciligini etkiledi dünya genelinde uçuslar yüzde 90 azaldi sayi türkiye’de yüzde 89 farkli firmalara ait yüzlerce uçak günlerdir yerde bekliyor,-1,-0.997450590133667,ekonomi 
